FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,Varmland,Sweden,8/22/20 4:27,59.7294,13.2354,1154,73,0,1081,"Varmland, Sweden",408.6199693,6.325823224
,,Vasterbotten,Sweden,8/22/20 4:27,65.3337,16.5162,974,31,0,943,"Vasterbotten, Sweden",358.4361292,3.18275154
,,Vasternorrland,Sweden,8/22/20 4:27,63.4276,17.7292,1862,132,0,1730,"Vasternorrland, Sweden",758.9251142,7.08915145
,,Vastmanland,Sweden,8/22/20 4:27,59.6714,16.2159,2750,183,0,2567,"Vastmanland, Sweden",996.9366855,6.654545455
,,Vastra Gotaland,Sweden,8/22/20 4:27,58.2528,13.0596,19898,849,0,19049,"Vastra Gotaland, Sweden",1152.918423,4.266760478
,,,Switzerland,8/22/20 4:27,46.8182,8.2275,39332,2000,33900,3432,Switzerland,454.4625771,5.084918133
,,,Syria,8/22/20 4:27,34.802075,38.996815,2073,83,475,1515,Syria,11.84526958,4.003859141
,,,Taiwan*,8/22/20 4:27,23.7,121,487,7,457,23,Taiwan*,2.044777263,1.437371663
,,,Tajikistan,8/22/20 4:27,38.861,71.2761,8241,66,7040,1135,Tajikistan,86.40500451,0.80087368
,,,Tanzania,8/22/20 4:27,-6.369028,34.888822,509,21,183,305,Tanzania,0.852107987,4.125736739
,,,Thailand,8/22/20 4:27,15.870032,100.992541,3390,58,3219,113,Thailand,4.856735055,1.710914454
,,,Timor-Leste,8/22/20 4:27,-8.874217,125.727539,25,0,25,0,Timor-Leste,1.896177458,0
,,,Togo,8/22/20 4:27,8.6195,0.8248,1239,27,891,321,Togo,14.96605098,2.179176755
,,,Trinidad and Tobago,8/22/20 4:27,10.6918,-61.2225,864,12,162,690,Trinidad and Tobago,61.73673143,1.388888889
,,,Tunisia,8/22/20 4:27,33.886917,9.537499,2607,64,1420,1123,Tunisia,22.05841664,2.454929037
,,,Turkey,8/22/20 4:27,38.9637,35.2433,255723,6080,235569,14074,Turkey,303.2082392,2.377572608
1001,Autauga,Alabama,US,8/22/20 4:27,32.53952745,-86.64408227,1255,22,0,1233,"Autauga, Alabama, US",2246.326227,1.752988048
1003,Baldwin,Alabama,US,8/22/20 4:27,30.72774991,-87.72207058,3997,32,0,3965,"Baldwin, Alabama, US",1790.497863,0.80060045
1005,Barbour,Alabama,US,8/22/20 4:27,31.868263,-85.3871286,622,7,0,615,"Barbour, Alabama, US",2519.646763,1.125401929
1007,Bibb,Alabama,US,8/22/20 4:27,32.99642064,-87.1251146,501,6,0,495,"Bibb, Alabama, US",2237.206395,1.19760479
1009,Blount,Alabama,US,8/22/20 4:27,33.98210918,-86.56790593,930,6,0,924,"Blount, Alabama, US",1608.273095,0.64516129
1011,Bullock,Alabama,US,8/22/20 4:27,32.10030533,-85.71265535,528,13,0,515,"Bullock, Alabama, US",5227.205227,2.462121212
1013,Butler,Alabama,US,8/22/20 4:27,31.75300095,-86.68057478,802,36,0,766,"Butler, Alabama, US",4123.817359,4.488778055
1015,Calhoun,Alabama,US,8/22/20 4:27,33.77483727,-85.82630386,2105,23,0,2082,"Calhoun, Alabama, US",1852.911404,1.09263658
1017,Chambers,Alabama,US,8/22/20 4:27,32.91360079,-85.39072749,865,38,0,827,"Chambers, Alabama, US",2601.190834,4.393063584
1019,Cherokee,Alabama,US,8/22/20 4:27,34.17805983,-85.60638968,324,9,0,315,"Cherokee, Alabama, US",1236.83005,2.777777778
1021,Chilton,Alabama,US,8/22/20 4:27,32.85044126,-86.7173256,912,10,0,902,"Chilton, Alabama, US",2052.759521,1.096491228
1023,Choctaw,Alabama,US,8/22/20 4:27,32.02227341,-88.2656443,304,12,0,292,"Choctaw, Alabama, US",2414.806577,3.947368421
1025,Clarke,Alabama,US,8/22/20 4:27,31.68099859,-87.83548597,877,10,0,867,"Clarke, Alabama, US",3712.640759,1.140250855
1027,Clay,Alabama,US,8/22/20 4:27,33.26984193,-85.85836077,317,5,0,312,"Clay, Alabama, US",2395.164337,1.577287066
1029,Cleburne,Alabama,US,8/22/20 4:27,33.67679204,-85.52005899,171,3,0,168,"Cleburne, Alabama, US",1146.881288,1.754385965
1031,Coffee,Alabama,US,8/22/20 4:27,31.39932826,-85.98901039,861,5,0,856,"Coffee, Alabama, US",1644.950518,0.580720093
1033,Colbert,Alabama,US,8/22/20 4:27,34.69847452,-87.80168544,1327,19,0,1308,"Colbert, Alabama, US",2402.201264,1.431801055
1035,Conecuh,Alabama,US,8/22/20 4:27,31.43401703,-86.99320044,417,11,0,406,"Conecuh, Alabama, US",3455.705643,2.637889688
1037,Coosa,Alabama,US,8/22/20 4:27,32.93690146,-86.24847739,111,3,0,108,"Coosa, Alabama, US",1040.982838,2.702702703
1039,Covington,Alabama,US,8/22/20 4:27,31.2477854,-86.45050893,808,22,0,786,"Covington, Alabama, US",2180.895571,2.722772277
1041,Crenshaw,Alabama,US,8/22/20 4:27,31.72941803,-86.31593104,363,13,0,350,"Crenshaw, Alabama, US",2635.782748,3.581267218
1043,Cullman,Alabama,US,8/22/20 4:27,34.13020303,-86.86888037,1346,12,0,1334,"Cullman, Alabama, US",1606.818833,0.891530461
1045,Dale,Alabama,US,8/22/20 4:27,31.43037123,-85.61095742,902,35,0,867,"Dale, Alabama, US",1834.377288,3.880266075
1047,Dallas,Alabama,US,8/22/20 4:27,32.32688101,-87.1086671,1400,25,0,1375,"Dallas, Alabama, US",3763.845575,1.785714286
1049,DeKalb,Alabama,US,8/22/20 4:27,34.45946862,-85.80782906,1969,14,0,1955,"DeKalb, Alabama, US",2753.345546,0.711020823
1051,Elmore,Alabama,US,8/22/20 4:27,32.59785413,-86.14415284,1899,42,0,1857,"Elmore, Alabama, US",2338.410767,2.211690363
1053,Escambia,Alabama,US,8/22/20 4:27,31.1256789,-87.15918694,1161,20,0,1141,"Escambia, Alabama, US",3169.273606,1.722652885
1055,Etowah,Alabama,US,8/22/20 4:27,34.04567266,-86.04051873,2455,37,0,2418,"Etowah, Alabama, US",2400.555403,1.50712831
1057,Fayette,Alabama,US,8/22/20 4:27,33.72076938,-87.73886638,260,6,0,254,"Fayette, Alabama, US",1594.896332,2.307692308
1059,Franklin,Alabama,US,8/22/20 4:27,34.44235334,-87.84289505,1418,22,0,1396,"Franklin, Alabama, US",4521.395319,1.551480959
1061,Geneva,Alabama,US,8/22/20 4:27,31.09389027,-85.83572839,307,2,0,305,"Geneva, Alabama, US",1168.588938,0.651465798
1063,Greene,Alabama,US,8/22/20 4:27,32.85504247,-87.95684022,269,14,0,255,"Greene, Alabama, US",3316.483787,5.204460967
1065,Hale,Alabama,US,8/22/20 4:27,32.76039258,-87.63284988,509,26,0,483,"Hale, Alabama, US",3474.165586,5.10805501
1067,Henry,Alabama,US,8/22/20 4:27,31.51148016,-85.24267944,281,3,0,278,"Henry, Alabama, US",1633.246149,1.067615658
1069,Houston,Alabama,US,8/22/20 4:27,31.15197924,-85.29939599,1596,14,0,1582,"Houston, Alabama, US",1507.338358,0.877192982
1071,Jackson,Alabama,US,8/22/20 4:27,34.78144169,-85.99750489,1193,5,0,1188,"Jackson, Alabama, US",2310.851122,0.419111484
1073,Jefferson,Alabama,US,8/22/20 4:27,33.55554728,-86.895063,14538,279,0,14259,"Jefferson, Alabama, US",2207.500156,1.919108543
1075,Lamar,Alabama,US,8/22/20 4:27,33.77995024,-88.09668032,259,2,0,257,"Lamar, Alabama, US",1876.131836,0.772200772
1077,Lauderdale,Alabama,US,8/22/20 4:27,34.90171875,-87.65624729,1308,22,0,1286,"Lauderdale, Alabama, US",1410.56196,1.681957187
1079,Lawrence,Alabama,US,8/22/20 4:27,34.52041498,-87.31069453,389,4,0,385,"Lawrence, Alabama, US",1181.50893,1.028277635
1081,Lee,Alabama,US,8/22/20 4:27,32.60154883,-85.35132246,2908,47,0,2861,"Lee, Alabama, US",1767.329922,1.616231087
1083,Limestone,Alabama,US,8/22/20 4:27,34.81185586,-86.98310072,1516,14,0,1502,"Limestone, Alabama, US",1532.629025,0.92348285
1085,Lowndes,Alabama,US,8/22/20 4:27,32.1597283,-86.65158371,585,24,0,561,"Lowndes, Alabama, US",6014.805676,4.102564103
1087,Macon,Alabama,US,8/22/20 4:27,32.38759944,-85.69267724,369,16,0,353,"Macon, Alabama, US",2042.284702,4.33604336
1089,Madison,Alabama,US,8/22/20 4:27,34.76327133,-86.55069633,5861,38,0,5823,"Madison, Alabama, US",1571.697116,0.648353523
1091,Marengo,Alabama,US,8/22/20 4:27,32.24767634,-87.78796182,606,17,0,589,"Marengo, Alabama, US",3212.638499,2.805280528
1093,Marion,Alabama,US,8/22/20 4:27,34.13697363,-87.88704173,639,27,0,612,"Marion, Alabama, US",2150.863375,4.225352113
1095,Marshall,Alabama,US,8/22/20 4:27,34.36975964,-86.30486727,3376,38,0,3338,"Marshall, Alabama, US",3488.54031,1.125592417
1097,Mobile,Alabama,US,8/22/20 4:27,30.78472347,-88.20842409,11442,237,0,11205,"Mobile, Alabama, US",2769.052056,2.071316203
1099,Monroe,Alabama,US,8/22/20 4:27,31.56729412,-87.36995001,446,6,0,440,"Monroe, Alabama, US",2151.159986,1.34529148
1101,Montgomery,Alabama,US,8/22/20 4:27,32.2206831,-86.20969272,7375,156,0,7219,"Montgomery, Alabama, US",3256.271911,2.115254237
1103,Morgan,Alabama,US,8/22/20 4:27,34.45500589,-86.85475946,2604,22,0,2582,"Morgan, Alabama, US",2175.820319,0.844854071
80001,Out of AL,Alabama,US,8/22/20 4:27,,,0,0,0,0,"Out of AL, Alabama, US",,
1105,Perry,Alabama,US,8/22/20 4:27,32.64048341,-87.29770589,464,4,0,460,"Perry, Alabama, US",5200.044828,0.862068966
1107,Pickens,Alabama,US,8/22/20 4:27,33.28094866,-88.08818103,463,10,0,453,"Pickens, Alabama, US",2323.130958,2.159827214
1109,Pike,Alabama,US,8/22/20 4:27,31.80396383,-85.9408295,763,7,0,756,"Pike, Alabama, US",2304.161382,0.917431193
1111,Randolph,Alabama,US,8/22/20 4:27,33.29526734,-85.45708831,425,11,0,414,"Randolph, Alabama, US",1870.433941,2.588235294
1113,Russell,Alabama,US,8/22/20 4:27,32.28725256,-85.18415324,1476,2,0,1474,"Russell, Alabama, US",2546.539915,0.135501355
1117,Shelby,Alabama,US,8/22/20 4:27,33.26879845,-86.66232561,3620,39,0,3581,"Shelby, Alabama, US",1662.823493,1.077348066
1115,St. Clair,Alabama,US,8/22/20 4:27,33.71902176,-86.31029372,1512,23,0,1489,"St. Clair, Alabama, US",1689.158995,1.521164021
1119,Sumter,Alabama,US,8/22/20 4:27,32.59117397,-88.19916205,387,19,0,368,"Sumter, Alabama, US",3114.186851,4.909560724
1121,Talladega,Alabama,US,8/22/20 4:27,33.37823223,-86.16886178,1213,15,0,1198,"Talladega, Alabama, US",1516.667083,1.236603462
1123,Tallapoosa,Alabama,US,8/22/20 4:27,32.86698258,-85.79833053,913,79,0,834,"Tallapoosa, Alabama, US",2261.748458,8.65279299
1125,Tuscaloosa,Alabama,US,8/22/20 4:27,33.28726072,-87.52556818,4708,86,0,4622,"Tuscaloosa, Alabama, US",2248.811827,1.826677995
90001,Unassigned,Alabama,US,8/22/20 4:27,,,4966,69,0,4897,"Unassigned, Alabama, US",,1.389448248
1127,Walker,Alabama,US,8/22/20 4:27,33.80270512,-87.30027177,1696,67,0,1629,"Walker, Alabama, US",2669.983155,3.950471698
1129,Washington,Alabama,US,8/22/20 4:27,31.4092794,-88.20689944,480,13,0,467,"Washington, Alabama, US",2940.095553,2.708333333
1131,Wilcox,Alabama,US,8/22/20 4:27,31.98773215,-87.30891118,466,10,0,456,"Wilcox, Alabama, US",4492.432276,2.145922747
1133,Winston,Alabama,US,8/22/20 4:27,34.15030532,-87.37325922,497,11,0,486,"Winston, Alabama, US",2103.347581,2.213279678
2013,Aleutians East,Alaska,US,8/22/20 4:27,55.32222414,-161.9722021,2,0,0,2,"Aleutians East, Alaska, US",59.93407252,0
2016,Aleutians West,Alaska,US,8/22/20 4:27,52.3233,-174.1596,5,0,0,5,"Aleutians West, Alaska, US",88.74689386,0
2020,Anchorage,Alaska,US,8/22/20 4:27,61.14998174,-149.1426986,2623,16,0,2607,"Anchorage, Alaska, US",910.7638889,0.609988563
2050,Bethel,Alaska,US,8/22/20 4:27,60.90980451,-159.8561831,37,0,0,37,"Bethel, Alaska, US",201.240074,0
2060,Bristol Bay,Alaska,US,8/22/20 4:27,58.74513976,-156.701064,11,0,0,11,"Bristol Bay, Alaska, US",1315.789474,0
2068,Denali,Alaska,US,8/22/20 4:27,63.67264044,-150.0076108,1,0,0,1,"Denali, Alaska, US",47.68717215,0
2070,Dillingham,Alaska,US,8/22/20 4:27,59.79603738,-158.2381942,5,0,0,5,"Dillingham, Alaska, US",101.7087063,0
2090,Fairbanks North Star,Alaska,US,8/22/20 4:27,64.80726247,-146.5692662,537,7,0,530,"Fairbanks North Star, Alaska, US",554.4713936,1.303538175
2100,Haines,Alaska,US,8/22/20 4:27,59.09893571,-135.4679843,5,0,0,5,"Haines, Alaska, US",197.6284585,0
2110,Juneau,Alaska,US,8/22/20 4:27,58.45031811,-134.200436,155,1,0,154,"Juneau, Alaska, US",484.7688747,0.64516129
2122,Kenai Peninsula,Alaska,US,8/22/20 4:27,60.24429722,-151.5388884,388,2,0,386,"Kenai Peninsula, Alaska, US",660.8980037,0.515463918
2130,Ketchikan Gateway,Alaska,US,8/22/20 4:27,55.57445008,-130.975561,40,0,0,40,"Ketchikan Gateway, Alaska, US",287.7490828,0
2150,Kodiak Island,Alaska,US,8/22/20 4:27,57.65529415,-153.7493579,14,0,0,14,"Kodiak Island, Alaska, US",107.7088783,0
2158,Kusilvak,Alaska,US,8/22/20 4:27,62.1542916,-163.3967883,8,0,0,8,"Kusilvak, Alaska, US",96.22323791,0
2170,Matanuska-Susitna,Alaska,US,8/22/20 4:27,62.31305045,-149.5741743,411,2,0,409,"Matanuska-Susitna, Alaska, US",379.4418235,0.486618005
2180,Nome,Alaska,US,8/22/20 4:27,64.90320724,-164.0353804,30,0,0,30,"Nome, Alaska, US",299.880048,0
2185,North Slope,Alaska,US,8/22/20 4:27,69.31479216,-153.4836093,29,0,0,29,"North Slope, Alaska, US",294.9552482,0
2188,Northwest Arctic,Alaska,US,8/22/20 4:27,67.04919196,-159.7503946,61,0,0,61,"Northwest Arctic, Alaska, US",800.4198924,0
2195,Petersburg,Alaska,US,8/22/20 4:27,57.13978948,-132.9540995,7,1,0,6,"Petersburg, Alaska, US",214.329455,14.28571429
2198,Prince of Wales-Hyder,Alaska,US,8/22/20 4:27,55.76261984,-133.0511621,16,0,0,16,"Prince of Wales-Hyder, Alaska, US",257.9397066,0
2220,Sitka,Alaska,US,8/22/20 4:27,57.24124555,-135.3206587,34,0,0,34,"Sitka, Alaska, US",400.3296833,0
2240,Southeast Fairbanks,Alaska,US,8/22/20 4:27,63.87692095,-143.2127643,18,0,0,18,"Southeast Fairbanks, Alaska, US",261.1344843,0
90002,Unassigned,Alaska,US,8/22/20 4:27,,,1,0,0,1,"Unassigned, Alaska, US",,0
2261,Valdez-Cordova,Alaska,US,8/22/20 4:27,61.47502768,-144.7126799,69,0,0,69,"Valdez-Cordova, Alaska, US",749.836992,0
2275,Wrangell,Alaska,US,8/22/20 4:27,56.3202004,-132.0583731,8,0,0,8,"Wrangell, Alaska, US",319.7442046,0
2282,Yakutat,Alaska,US,8/22/20 4:27,59.8909808,-140.3601451,9,0,0,9,"Yakutat, Alaska, US",1554.404145,0
2290,Yukon-Koyukuk,Alaska,US,8/22/20 4:27,65.50815459,-151.3907387,64,1,0,63,"Yukon-Koyukuk, Alaska, US",1223.709369,1.5625
4001,Apache,Arizona,US,8/22/20 4:27,35.39465006,-109.4892383,3283,145,0,3138,"Apache, Arizona, US",4566.889702,4.41669205
4003,Cochise,Arizona,US,8/22/20 4:27,31.87934684,-109.7516088,1780,57,0,1723,"Cochise, Arizona, US",1413.573482,3.202247191
4005,Coconino,Arizona,US,8/22/20 4:27,35.83883429,-111.7707178,3222,121,0,3101,"Coconino, Arizona, US",2245.67175,3.755431409
4007,Gila,Arizona,US,8/22/20 4:27,33.80190085,-110.8132779,1060,42,0,1018,"Gila, Arizona, US",1962.30886,3.962264151
4009,Graham,Arizona,US,8/22/20 4:27,32.93166885,-109.8882178,651,22,0,629,"Graham, Arizona, US",1676.236579,3.379416283
4011,Greenlee,Arizona,US,8/22/20 4:27,33.21498827,-109.2405279,57,1,0,56,"Greenlee, Arizona, US",600.1263424,1.754385965
4012,La Paz,Arizona,US,8/22/20 4:27,33.72854224,-113.9810029,495,13,0,482,"La Paz, Arizona, US",2345.082433,2.626262626
4013,Maricopa,Arizona,US,8/22/20 4:27,33.34835867,-112.4918154,131166,2743,0,128423,"Maricopa, Arizona, US",2924.278562,2.091243158
4015,Mohave,Arizona,US,8/22/20 4:27,35.70471703,-113.7577902,3468,191,0,3277,"Mohave, Arizona, US",1634.453603,5.507497116
4017,Navajo,Arizona,US,8/22/20 4:27,35.3997715,-110.3218983,5489,213,0,5276,"Navajo, Arizona, US",4948.433161,3.880488249
4019,Pima,Arizona,US,8/22/20 4:27,32.0971334,-111.7890033,20173,534,0,19639,"Pima, Arizona, US",1926.229782,2.647102563
4021,Pinal,Arizona,US,8/22/20 4:27,32.90525627,-111.3449483,9107,176,0,8931,"Pinal, Arizona, US",1967.85144,1.932579335
4023,Santa Cruz,Arizona,US,8/22/20 4:27,31.52508998,-110.8479088,2718,55,0,2663,"Santa Cruz, Arizona, US",5845.412706,2.023546726
90004,Unassigned,Arizona,US,8/22/20 4:27,,,0,0,0,0,"Unassigned, Arizona, US",,
4025,Yavapai,Arizona,US,8/22/20 4:27,34.59933926,-112.5538588,2221,76,0,2145,"Yavapai, Arizona, US",944.7083994,3.421882035
4027,Yuma,Arizona,US,8/22/20 4:27,32.76895712,-113.9066674,12009,299,0,11710,"Yuma, Arizona, US",5617.273267,2.489799317
5001,Arkansas,Arkansas,US,8/22/20 4:27,34.29145151,-91.37277296,258,2,0,256,"Arkansas, Arkansas, US",1475.466087,0.775193798
5003,Ashley,Arkansas,US,8/22/20 4:27,33.19153461,-91.7698471,372,7,0,365,"Ashley, Arkansas, US",1892.455614,1.88172043
5005,Baxter,Arkansas,US,8/22/20 4:27,36.28784385,-92.33782872,102,0,0,102,"Baxter, Arkansas, US",243.2509778,0
5007,Benton,Arkansas,US,8/22/20 4:27,36.33644656,-94.25680817,5046,44,0,5002,"Benton, Arkansas, US",1807.688587,0.871977804
5009,Boone,Arkansas,US,8/22/20 4:27,36.3084504,-93.09374925,251,1,0,250,"Boone, Arkansas, US",670.5492627,0.398406375
5011,Bradley,Arkansas,US,8/22/20 4:27,33.46755808,-92.15980837,243,4,0,239,"Bradley, Arkansas, US",2257.734832,1.646090535
5013,Calhoun,Arkansas,US,8/22/20 4:27,33.55598792,-92.49974403,22,0,0,22,"Calhoun, Arkansas, US",423.9737907,0
5015,Carroll,Arkansas,US,8/22/20 4:27,36.3403856,-93.54270261,422,7,0,415,"Carroll, Arkansas, US",1486.96265,1.658767773
5017,Chicot,Arkansas,US,8/22/20 4:27,33.26458973,-91.29539209,933,9,0,924,"Chicot, Arkansas, US",9221.189958,0.964630225
5019,Clark,Arkansas,US,8/22/20 4:27,34.04613432,-93.17484713,201,3,0,198,"Clark, Arkansas, US",900.5376344,1.492537313
5021,Clay,Arkansas,US,8/22/20 4:27,36.36826212,-90.4148172,159,5,0,154,"Clay, Arkansas, US",1092.708405,3.144654088
5023,Cleburne,Arkansas,US,8/22/20 4:27,35.53864922,-92.02640019,242,5,0,237,"Cleburne, Arkansas, US",971.1465147,2.066115702
5025,Cleveland,Arkansas,US,8/22/20 4:27,33.89723187,-92.18537045,127,2,0,125,"Cleveland, Arkansas, US",1596.279537,1.57480315
5027,Columbia,Arkansas,US,8/22/20 4:27,33.21230701,-93.22642793,265,12,0,253,"Columbia, Arkansas, US",1129.726734,4.528301887
5029,Conway,Arkansas,US,8/22/20 4:27,35.26205537,-92.70506566,184,3,0,181,"Conway, Arkansas, US",882.6633407,1.630434783
5031,Craighead,Arkansas,US,8/22/20 4:27,35.83018283,-90.63235729,1621,13,0,1608,"Craighead, Arkansas, US",1469.202045,0.80197409
5033,Crawford,Arkansas,US,8/22/20 4:27,35.58928601,-94.2446814,814,6,0,808,"Crawford, Arkansas, US",1286.814108,0.737100737
5035,Crittenden,Arkansas,US,8/22/20 4:27,35.21247318,-90.30839406,1554,27,0,1527,"Crittenden, Arkansas, US",3240.538004,1.737451737
5037,Cross,Arkansas,US,8/22/20 4:27,35.29631396,-90.77185818,236,4,0,232,"Cross, Arkansas, US",1437.359157,1.694915254
5039,Dallas,Arkansas,US,8/22/20 4:27,33.97042763,-92.65167437,86,2,0,84,"Dallas, Arkansas, US",1226.993865,2.325581395
5041,Desha,Arkansas,US,8/22/20 4:27,33.83011025,-91.25500948,218,4,0,214,"Desha, Arkansas, US",1918.845172,1.834862385
5043,Drew,Arkansas,US,8/22/20 4:27,33.59035001,-91.71777921,292,4,0,288,"Drew, Arkansas, US",1602.722433,1.369863014
5045,Faulkner,Arkansas,US,8/22/20 4:27,35.14719007,-92.33717519,1468,7,0,1461,"Faulkner, Arkansas, US",1165.014642,0.476839237
5047,Franklin,Arkansas,US,8/22/20 4:27,35.51202821,-93.89299569,148,2,0,146,"Franklin, Arkansas, US",835.4501835,1.351351351
5049,Fulton,Arkansas,US,8/22/20 4:27,36.38177105,-91.81729127,55,0,0,55,"Fulton, Arkansas, US",440.8110924,0
5051,Garland,Arkansas,US,8/22/20 4:27,34.57692074,-93.14921604,1276,23,0,1253,"Garland, Arkansas, US",1283.883042,1.802507837
5053,Grant,Arkansas,US,8/22/20 4:27,34.29017991,-92.42320562,164,0,0,164,"Grant, Arkansas, US",897.8921434,0
5055,Greene,Arkansas,US,8/22/20 4:27,36.1173546,-90.55832668,570,3,0,567,"Greene, Arkansas, US",1257.584115,0.526315789
5057,Hempstead,Arkansas,US,8/22/20 4:27,33.73325583,-93.66935133,294,3,0,291,"Hempstead, Arkansas, US",1365.409623,1.020408163
5059,Hot Spring,Arkansas,US,8/22/20 4:27,34.31709259,-92.95396325,1675,15,0,1660,"Hot Spring, Arkansas, US",4959.876817,0.895522388
5061,Howard,Arkansas,US,8/22/20 4:27,34.09007427,-93.9934871,386,4,0,382,"Howard, Arkansas, US",2923.799424,1.03626943
5063,Independence,Arkansas,US,8/22/20 4:27,35.74242707,-91.57001641,669,3,0,666,"Independence, Arkansas, US",1768.671514,0.448430493
5065,Izard,Arkansas,US,8/22/20 4:27,36.09604046,-91.90847954,72,0,0,72,"Izard, Arkansas, US",528.285274,0
5067,Jackson,Arkansas,US,8/22/20 4:27,35.59802983,-91.21494602,160,1,0,159,"Jackson, Arkansas, US",956.9950356,0.625
5069,Jefferson,Arkansas,US,8/22/20 4:27,34.26767081,-91.92619839,1861,43,0,1818,"Jefferson, Arkansas, US",2784.927571,2.310585707
5071,Johnson,Arkansas,US,8/22/20 4:27,35.56759135,-93.46036368,726,3,0,723,"Johnson, Arkansas, US",2731.582512,0.41322314
5073,Lafayette,Arkansas,US,8/22/20 4:27,33.24116713,-93.60677071,65,2,0,63,"Lafayette, Arkansas, US",981.2801932,3.076923077
5075,Lawrence,Arkansas,US,8/22/20 4:27,36.04188196,-91.10867198,239,9,0,230,"Lawrence, Arkansas, US",1456.784103,3.765690377
5077,Lee,Arkansas,US,8/22/20 4:27,34.78498904,-90.78383866,988,8,0,980,"Lee, Arkansas, US",11155.01863,0.809716599
5079,Lincoln,Arkansas,US,8/22/20 4:27,33.95317155,-91.74002806,1371,12,0,1359,"Lincoln, Arkansas, US",10526.7199,0.875273523
5081,Little River,Arkansas,US,8/22/20 4:27,33.70375665,-94.23468591,252,13,0,239,"Little River, Arkansas, US",2055.632596,5.158730159
5083,Logan,Arkansas,US,8/22/20 4:27,35.21413234,-93.71951016,344,1,0,343,"Logan, Arkansas, US",1602.53424,0.290697674
5085,Lonoke,Arkansas,US,8/22/20 4:27,34.75392199,-91.88742357,635,2,0,633,"Lonoke, Arkansas, US",866.1965107,0.31496063
5087,Madison,Arkansas,US,8/22/20 4:27,36.01038185,-93.72524943,286,2,0,284,"Madison, Arkansas, US",1725.3861,0.699300699
5089,Marion,Arkansas,US,8/22/20 4:27,36.26844485,-92.68451899,40,0,0,40,"Marion, Arkansas, US",239.6070444,0
5091,Miller,Arkansas,US,8/22/20 4:27,33.31403423,-93.89285258,552,5,0,547,"Miller, Arkansas, US",1276.094043,0.905797101
5093,Mississippi,Arkansas,US,8/22/20 4:27,35.76271485,-90.0519437,1231,16,0,1215,"Mississippi, Arkansas, US",3028.215788,1.299756296
5095,Monroe,Arkansas,US,8/22/20 4:27,34.6815935,-91.20540287,86,0,0,86,"Monroe, Arkansas, US",1283.390539,0
5097,Montgomery,Arkansas,US,8/22/20 4:27,34.53704874,-93.65824478,58,2,0,56,"Montgomery, Arkansas, US",645.4484754,3.448275862
5099,Nevada,Arkansas,US,8/22/20 4:27,33.66340119,-93.30632432,151,9,0,142,"Nevada, Arkansas, US",1829.859428,5.960264901
5101,Newton,Arkansas,US,8/22/20 4:27,35.91947491,-93.21612969,108,15,0,93,"Newton, Arkansas, US",1393.009158,13.88888889
5103,Ouachita,Arkansas,US,8/22/20 4:27,33.58839816,-92.87795984,128,3,0,125,"Ouachita, Arkansas, US",547.4296467,2.34375
5105,Perry,Arkansas,US,8/22/20 4:27,34.9459153,-92.94372564,58,0,0,58,"Perry, Arkansas, US",554.7584888,0
5107,Phillips,Arkansas,US,8/22/20 4:27,34.43268455,-90.84800154,370,9,0,361,"Phillips, Arkansas, US",2080.75582,2.432432432
5109,Pike,Arkansas,US,8/22/20 4:27,34.16250414,-93.65789349,154,1,0,153,"Pike, Arkansas, US",1436.83523,0.649350649
5111,Poinsett,Arkansas,US,8/22/20 4:27,35.57433534,-90.66268713,387,4,0,383,"Poinsett, Arkansas, US",1644.848691,1.033591731
5113,Polk,Arkansas,US,8/22/20 4:27,34.48254879,-94.22728802,199,2,0,197,"Polk, Arkansas, US",996.7942296,1.005025126
5115,Pope,Arkansas,US,8/22/20 4:27,35.44871474,-93.03212219,1555,14,0,1541,"Pope, Arkansas, US",2426.957173,0.900321543
5117,Prairie,Arkansas,US,8/22/20 4:27,34.83624419,-91.55162157,113,0,0,113,"Prairie, Arkansas, US",1401.637311,0
5119,Pulaski,Arkansas,US,8/22/20 4:27,34.77054088,-92.31355101,6436,91,0,6345,"Pulaski, Arkansas, US",1642.209583,1.41392169
5121,Randolph,Arkansas,US,8/22/20 4:27,36.3415714,-91.02455531,287,11,0,276,"Randolph, Arkansas, US",1598.173516,3.832752613
5125,Saline,Arkansas,US,8/22/20 4:27,34.64916145,-92.67583224,1352,10,0,1342,"Saline, Arkansas, US",1104.241365,0.73964497
5127,Scott,Arkansas,US,8/22/20 4:27,34.85588887,-94.0632176,84,0,0,84,"Scott, Arkansas, US",817.0411439,0
5129,Searcy,Arkansas,US,8/22/20 4:27,35.9109364,-92.69936482,45,0,0,45,"Searcy, Arkansas, US",570.9935287,0
5131,Sebastian,Arkansas,US,8/22/20 4:27,35.19605503,-94.27162713,2622,27,0,2595,"Sebastian, Arkansas, US",2051.209838,1.029748284
5133,Sevier,Arkansas,US,8/22/20 4:27,33.99780401,-94.2424869,1109,12,0,1097,"Sevier, Arkansas, US",6520.844358,1.082055906
5135,Sharp,Arkansas,US,8/22/20 4:27,36.16258158,-91.47819342,132,5,0,127,"Sharp, Arkansas, US",756.7939456,3.787878788
